x, y, theta
3.854100999999999999e+00,1.108784299999999945e+00,5.109999971582089273e+01
3.860887700000000144e+00,1.114270199999999988e+00,5.099999967616040664e+01
3.867664800000000014e+00,1.119768000000000097e+00,5.089999931283284695e+01
3.874432200000000215e+00,1.125277599999999989e+00,5.079999992998123304e+01
3.881190099999999976e+00,1.130799000000000110e+00,5.069999944682591320e+01
3.887938300000000069e+00,1.136332099999999956e+00,5.060000006201717326e+01
3.894676800000000050e+00,1.141877100000000089e+00,5.050000001513274128e+01
3.901405700000000198e+00,1.147433799999999948e+00,5.039999957219197313e+01
3.908124799999999954e+00,1.153002199999999977e+00,5.030000019770885444e+01
3.914834200000000042e+00,1.158582400000000012e+00,5.019999997130319969e+01
3.921533900000000017e+00,1.164174199999999937e+00,5.010000005581326121e+01
3.928223800000000043e+00,1.169777800000000090e+00,4.999999955786501005e+01
3.934903900000000121e+00,1.175392999999999910e+00,4.989999964259875753e+01
3.941574199999999806e+00,1.181019899999999900e+00,4.979999926848074665e+01
3.948234600000000150e+00,1.186658400000000002e+00,4.969999974415275545e+01
3.954885200000000101e+00,1.192308499999999993e+00,4.959999989117981301e+01
3.961526000000000103e+00,1.197970200000000096e+00,4.949999940766828388e+01
3.968156800000000040e+00,1.203643500000000088e+00,4.939999973185771864e+01
3.974777700000000191e+00,1.209328299999999912e+00,4.930000043255763131e+01
3.981388700000000114e+00,1.215024700000000069e+00,4.920000045977370462e+01
3.987989799999999807e+00,1.220732699999999893e+00,4.909999950773659805e+01
3.994580899999999879e+00,1.226452099999999934e+00,4.899999963910487821e+01
4.001161899999999605e+00,1.232183000000000028e+00,4.890000066348337526e+01
4.007732999999999990e+00,1.237925500000000012e+00,4.879999979256256637e+01
4.014294099999999865e+00,1.243679299999999932e+00,4.869999985043773449e+01
4.020844999999999558e+00,1.249444699999999964e+00,4.859999998669406551e+01
4.027385999999999910e+00,1.255221399999999932e+00,4.849999958696469093e+01
4.033916800000000080e+00,1.261009499999999894e+00,4.840000016903400848e+01
4.040437500000000348e+00,1.266809099999999910e+00,4.829999980643663093e+01
4.046948099999999826e+00,1.272620000000000084e+00,4.819999971767590807e+01
4.053448500000000010e+00,1.278442300000000031e+00,4.809999969027531819e+01
4.059938700000000011e+00,1.284275899999999915e+00,4.800000018241437516e+01
4.066418800000000111e+00,1.290120799999999956e+00,4.790000003972350129e+01
4.072888700000000028e+00,1.295976999999999935e+00,4.779999981099687290e+01
4.079348300000000371e+00,1.301844500000000071e+00,4.770000003966682556e+01
4.085797699999999644e+00,1.307723299999999922e+00,4.759999957136865589e+01
4.092236800000000230e+00,1.313613300000000095e+00,4.749999972101897328e+01
4.098665600000000353e+00,1.319514599999999982e+00,4.739999940924580102e+01
4.105084100000000014e+00,1.325426999999999911e+00,4.729999988212853168e+01
4.111492199999999819e+00,1.331350699999999998e+00,4.720000012397276379e+01
4.117890100000000331e+00,1.337285499999999905e+00,4.709999970380201262e+01
4.124277499999999819e+00,1.343231499999999912e+00,4.700000005907303091e+01
4.130654599999999732e+00,1.349188599999999960e+00,4.689999998745722110e+01
4.137021200000000398e+00,1.355156900000000109e+00,4.680000007587621269e+01
4.143377499999999714e+00,1.361136200000000018e+00,4.669999991628031921e+01
4.149723299999999782e+00,1.367126599999999970e+00,4.660000009158066092e+01
4.156058599999999714e+00,1.373128099999999963e+00,4.650000029424766979e+01
4.162383400000000400e+00,1.379140699999999997e+00,4.640000021675129460e+01
4.168697800000000342e+00,1.385164300000000015e+00,4.629999951480016307e+01
4.175001599999999868e+00,1.391198900000000016e+00,4.619999954351589366e+01
4.181294900000000148e+00,1.397244399999999942e+00,4.609999996446031645e+01
4.187577600000000011e+00,1.403300999999999910e+00,4.599999971104516305e+01
4.193849700000000347e+00,1.409368500000000024e+00,4.590000006653565379e+01
4.200111200000000267e+00,1.415446999999999900e+00,4.579999992901820605e+01
4.206362099999999771e+00,1.421536300000000086e+00,4.570000059181813157e+01
4.212602399999999747e+00,1.427636600000000033e+00,4.560000015269611850e+01
4.218831999999999915e+00,1.433747799999999906e+00,4.549999992485534506e+01
4.225050999999999668e+00,1.439869800000000089e+00,4.539999958977006145e+01
4.231259200000000220e+00,1.446002599999999916e+00,4.530000047774738903e+01
4.237456800000000356e+00,1.452146299999999890e+00,4.519999984795368420e+01
4.243643600000000404e+00,1.458300799999999953e+00,4.509999982968009391e+01
4.249819600000000364e+00,1.464466100000000104e+00,4.500000011575495051e+01
4.255984899999999627e+00,1.470642100000000063e+00,4.490000040182945895e+01
4.262139399999999689e+00,1.476828999999999947e+00,4.479999957044663716e+01
4.268283099999999664e+00,1.483026500000000025e+00,4.469999975375934298e+01
4.274415900000000157e+00,1.489234699999999911e+00,4.460000064173420498e+01
4.280537999999999954e+00,1.495453700000000108e+00,4.449999950346289523e+01
4.286649099999999990e+00,1.501683300000000054e+00,4.440000007880109223e+01
4.292749399999999937e+00,1.507923600000000031e+00,4.429999963967450327e+01
4.298838800000000404e+00,1.514174499999999979e+00,4.419999950357676965e+01
4.304917200000000221e+00,1.520435999999999899e+00,4.410000016494569053e+01
4.310984699999999670e+00,1.526708100000000012e+00,4.400000052042948795e+01
4.317041299999999637e+00,1.532990899999999934e+00,4.389999944131617582e+01
4.323086899999999844e+00,1.539284099999999933e+00,4.379999989480559464e+01
4.329121400000000008e+00,1.545587899999999903e+00,4.370000071665015184e+01
4.335144999999999804e+00,1.551902300000000068e+00,4.360000001468951325e+01
4.341157599999999839e+00,1.558227100000000087e+00,4.349999993718291336e+01
4.347159099999999832e+00,1.564562400000000020e+00,4.340000013983899407e+01
4.353149499999999783e+00,1.570908200000000088e+00,4.330000031512769709e+01
4.359128899999999973e+00,1.577264500000000069e+00,4.319999937108626398e+01
4.365097099999999841e+00,1.583631100000000069e+00,4.310000024392541462e+01
4.371054199999999668e+00,1.590008199999999983e+00,4.300000017229585580e+01
4.377000200000000341e+00,1.596395699999999973e+00,4.289999968812007580e+01
4.382934999999999803e+00,1.602793499999999982e+00,4.280000010736651461e+01
4.388858700000000113e+00,1.609201700000000068e+00,4.269999950704477953e+01
4.394771099999999819e+00,1.615620199999999951e+00,4.259999997855591403e+01
4.400672400000000373e+00,1.622049000000000074e+00,4.249999966541298591e+01
4.406562400000000324e+00,1.628488099999999994e+00,4.239999981369544457e+01
4.412441199999999952e+00,1.634937400000000096e+00,4.230000019158607927e+01
4.418308699999999867e+00,1.641397100000000053e+00,4.219999957133711632e+01
4.424164900000000067e+00,1.647866899999999912e+00,4.210000019148992578e+01
4.430009799999999665e+00,1.654347000000000012e+00,4.200000004877826143e+01
4.435843400000000436e+00,1.660837200000000013e+00,4.190000054089581027e+01
4.441665699999999717e+00,1.667337599999999975e+00,4.180000051347303014e+01
4.447476599999999891e+00,1.673848199999999897e+00,4.170000042468939228e+01
4.453276200000000351e+00,1.680368899999999943e+00,4.160000006206839629e+01
4.459064299999999648e+00,1.686899799999999949e+00,4.149999978587336358e+01
4.464841100000000118e+00,1.693440700000000021e+00,4.139999948655143669e+01
4.470606400000000313e+00,1.699991699999999994e+00,4.129999951970432903e+01
4.476360299999999626e+00,1.706552700000000033e+00,4.119999968363583065e+01
4.482102700000000439e+00,1.713123799999999974e+00,4.109999956749042127e+01
4.487833600000000089e+00,1.719704899999999981e+00,4.099999972700760509e+01
4.493553099999999745e+00,1.726295899999999994e+00,4.089999997290311029e+01
4.499260999999999733e+00,1.732896999999999910e+00,4.079999977111447862e+01
4.504957400000000334e+00,1.739508000000000054e+00,4.069999979830060965e+01
4.510642299999999771e+00,1.746128899999999984e+00,4.059999975323755450e+01
4.511847600000000291e+00,1.747535800000000084e+00,4.057877055514015296e+01
4.576896900000000379e+00,1.823487000000000080e+00,4.057877077138398647e+01
4.641946199999999578e+00,1.899438200000000077e+00,4.057877077138398647e+01
4.706995499999999666e+00,1.975389499999999909e+00,4.057877077138398647e+01
4.772044799999999753e+00,2.051340699999999906e+00,4.057877077138398647e+01
4.837093999999999561e+00,2.127292000000000183e+00,4.057877077138398647e+01
4.902143299999999648e+00,2.203243200000000179e+00,4.057877077138398647e+01
4.967192599999999736e+00,2.279194400000000176e+00,4.057877077138398647e+01
5.032241899999999823e+00,2.355145700000000009e+00,4.057877077138398647e+01
5.097291199999999911e+00,2.431096900000000005e+00,4.057877077138398647e+01
5.162340499999999999e+00,2.507048100000000002e+00,4.057877077138398647e+01
5.227389699999999806e+00,2.582999399999999834e+00,4.057877077138398647e+01
5.292438999999999893e+00,2.658950599999999831e+00,4.057877077138398647e+01
5.357488299999999981e+00,2.734901900000000108e+00,4.057877077138398647e+01
5.422537600000000069e+00,2.810853100000000104e+00,4.057877077138398647e+01
5.487586900000000156e+00,2.886804300000000101e+00,4.057877077138398647e+01
5.552636200000000244e+00,2.962755599999999934e+00,4.057877077138398647e+01
5.617685500000000332e+00,3.038706799999999930e+00,4.057877077138398647e+01
5.682734700000000139e+00,3.114657999999999927e+00,4.057877077138398647e+01
5.747784000000000226e+00,3.190609300000000204e+00,4.057877077138398647e+01
5.812833300000000314e+00,3.266560500000000200e+00,4.057877077138398647e+01
5.877882600000000402e+00,3.342511800000000033e+00,4.057877077138398647e+01
5.942931899999999601e+00,3.418463000000000029e+00,4.057877077138398647e+01
6.007981199999999689e+00,3.494414200000000026e+00,4.057877077138398647e+01
6.073030400000000384e+00,3.570365499999999859e+00,4.057877077138398647e+01
6.138079699999999583e+00,3.646316699999999855e+00,4.057877077138398647e+01
6.203128999999999671e+00,3.722268000000000132e+00,4.057877077138398647e+01
6.268178299999999759e+00,3.798219200000000129e+00,4.057877077138398647e+01
6.333227599999999846e+00,3.874170400000000125e+00,4.057877077138398647e+01
6.398276899999999934e+00,3.950121699999999958e+00,4.057877077138398647e+01
6.463326200000000021e+00,4.026072899999999954e+00,4.057877077138398647e+01
6.528375399999999829e+00,4.102024100000000395e+00,4.057877077138398647e+01
6.593424699999999916e+00,4.177975400000000228e+00,4.057877077138398647e+01
6.658474000000000004e+00,4.253926599999999780e+00,4.057877077138398647e+01
6.723523300000000091e+00,4.329877899999999613e+00,4.057877077138398647e+01
6.788572600000000179e+00,4.405829100000000054e+00,4.057877077138398647e+01
6.853621900000000267e+00,4.481780299999999606e+00,4.057877077138398647e+01
6.918671100000000074e+00,4.557731600000000327e+00,4.057877077138398647e+01
6.983720400000000161e+00,4.633682799999999880e+00,4.057877077138398647e+01
7.048769700000000249e+00,4.709634000000000320e+00,4.057877077138398647e+01
7.113819000000000337e+00,4.785585300000000153e+00,4.057877077138398647e+01
7.178868300000000424e+00,4.861536499999999705e+00,4.057877077138398647e+01
7.243917599999999624e+00,4.937487800000000426e+00,4.057877077138398647e+01
7.308966899999999711e+00,5.013438999999999979e+00,4.057877077138398647e+01
7.374016100000000407e+00,5.089390200000000419e+00,4.057877077138398647e+01
7.439065399999999606e+00,5.165341500000000252e+00,4.057877077138398647e+01
7.504114699999999694e+00,5.241292699999999805e+00,4.057877077138398647e+01
7.569163999999999781e+00,5.317243900000000245e+00,4.057877077138398647e+01
7.634213299999999869e+00,5.393195200000000078e+00,4.057877077138398647e+01
7.699262599999999956e+00,5.469146399999999630e+00,4.057877077138398647e+01
7.764311900000000044e+00,5.545097700000000351e+00,4.057877077138398647e+01
7.829361099999999851e+00,5.621048899999999904e+00,4.057877077138398647e+01
7.894410399999999939e+00,5.697000100000000344e+00,4.057877077138398647e+01
7.959459700000000026e+00,5.772951400000000177e+00,4.057877077138398647e+01
8.024509000000000114e+00,5.848902599999999730e+00,4.057877077138398647e+01
8.089558300000000202e+00,5.924853899999999562e+00,4.057877077138398647e+01
8.154607600000000289e+00,6.000805100000000003e+00,4.057877077138398647e+01
8.219656799999999208e+00,6.076756300000000444e+00,4.057877077138398647e+01
8.284706099999999296e+00,6.152707600000000276e+00,4.057877077138398647e+01
8.349755399999999383e+00,6.228658799999999829e+00,4.057877077138398647e+01
8.414804699999999471e+00,6.304610000000000269e+00,4.057877077138398647e+01
8.479853999999999559e+00,6.380561300000000102e+00,4.057877077138398647e+01
8.544903299999999646e+00,6.456512499999999655e+00,4.057877077138398647e+01
8.609952599999999734e+00,6.532463800000000376e+00,4.057877077138398647e+01
8.675001800000000429e+00,6.608414999999999928e+00,4.057877077138398647e+01
8.740051100000000517e+00,6.684366200000000369e+00,4.057877077138398647e+01
8.797563500000000758e+00,6.751517400000000002e+00,4.057877077138398647e+01
8.803234299999999735e+00,6.758150299999999611e+00,4.047877128856085704e+01
8.808893599999999324e+00,6.764793199999999729e+00,4.037877032935702459e+01
8.814541200000000742e+00,6.771445899999999796e+00,4.027877067884809037e+01
8.820177199999999829e+00,6.778108399999999811e+00,4.017877129124801883e+01
8.825801600000000136e+00,6.784780800000000056e+00,4.007877098784680925e+01
8.831414399999999887e+00,6.791463000000000250e+00,3.997877034098015514e+01
8.837015400000000298e+00,6.798154900000000112e+00,3.987877139758342082e+01
8.842604800000000154e+00,6.804856700000000203e+00,3.977877062271928565e+01
8.848182500000000061e+00,6.811568199999999962e+00,3.967877020619789619e+01
8.853748400000000629e+00,6.818289400000000278e+00,3.957877057548441257e+01
8.859302599999999472e+00,6.825020300000000262e+00,3.947877069474404266e+01
8.864845100000000144e+00,6.831760899999999914e+00,3.937877026133192970e+01
8.870375799999999700e+00,6.838511099999999843e+00,3.927877058511020891e+01
8.875894699999999915e+00,6.845271000000000328e+00,3.917877047431727533e+01
8.881401699999999622e+00,6.852040500000000200e+00,3.907877123360923832e+01
8.886896999999999380e+00,6.858819600000000349e+00,3.897877111321390231e+01
8.892380400000000407e+00,6.865608299999999886e+00,3.887877125284428814e+01
8.897852000000000317e+00,6.872406599999999699e+00,3.877877062665826458e+01
8.903311699999999718e+00,6.879214400000000396e+00,3.867877054191603747e+01
8.908759500000000386e+00,6.886031700000000200e+00,3.857877069423908267e+01
8.914195400000000546e+00,6.892858499999999999e+00,3.847877077924454170e+01
8.919619300000000806e+00,6.899694799999999795e+00,3.837877120400095521e+01
8.925031399999999948e+00,6.906540599999999586e+00,3.827877023966429704e+01
8.930431399999999798e+00,6.913395699999999700e+00,3.817877151308559291e+01
8.935819499999999138e+00,6.920260299999999809e+00,3.807877150037020186e+01
8.941195699999999746e+00,6.927134299999999634e+00,3.797877080042287190e+01
8.946559799999999285e+00,6.934017700000000062e+00,3.787877051977814347e+01
8.951911799999999531e+00,6.940910399999999925e+00,3.777877125405382230e+01
8.957251899999999267e+00,6.947812500000000391e+00,3.767877038904635612e+01
8.962579899999999711e+00,6.954723800000000011e+00,3.757877083814845065e+01
8.967895800000000861e+00,6.961644500000000235e+00,3.747877047984318466e+01
8.973199599999999165e+00,6.968574399999999613e+00,3.737877082523051797e+01
8.978491399999999345e+00,6.975513499999999922e+00,3.727877087745375917e+01
8.983771000000000839e+00,6.982461899999999666e+00,3.717877081044998988e+01
8.989038499999999487e+00,6.989419500000000340e+00,3.707877053636140374e+01
8.994293799999999450e+00,6.996386300000000169e+00,3.697877044169818106e+01
8.999536900000000728e+00,7.003362199999999760e+00,3.687877113551947161e+01
9.004767899999999159e+00,7.010347300000000281e+00,3.677877070994201603e+01
9.009986700000000681e+00,7.017341499999999677e+00,3.667877046571804556e+01
9.015193299999999965e+00,7.024344799999999722e+00,3.657877009888206743e+01
9.020387599999999395e+00,7.031357100000000138e+00,3.647877090815079271e+01
9.025569700000000140e+00,7.038378599999999707e+00,3.637877006345350850e+01
9.030739499999999254e+00,7.045409000000000255e+00,3.627877070666514925e+01
9.035897000000000290e+00,7.052448499999999676e+00,3.617877068619032599e+01
9.041042300000000864e+00,7.059496900000000075e+00,3.607877087070541933e+01
9.046175200000000416e+00,7.066554400000000236e+00,3.597877045515284777e+01
9.051295800000000114e+00,7.073620700000000205e+00,3.587877123980583605e+01
9.056404099999999957e+00,7.080695999999999657e+00,3.577877106716196209e+01
9.061500000000000554e+00,7.087780200000000086e+00,3.567877123118395843e+01
9.066583599999999521e+00,7.094873299999999716e+00,3.557877075858647942e+01
9.071654699999999849e+00,7.101975300000000324e+00,3.547877067786673422e+01
9.076713500000000323e+00,7.109086099999999853e+00,3.537877028497057097e+01
9.081759800000000382e+00,7.116205700000000078e+00,3.527877060536987841e+01
9.086793699999999419e+00,7.123334100000000113e+00,3.517877067089070664e+01
9.091815099999999816e+00,7.130471299999999957e+00,3.507877083701467313e+01
9.096824099999999191e+00,7.137617200000000217e+00,3.497877107776061223e+01
9.101820599999999928e+00,7.144771900000000286e+00,3.487877080872031144e+01
9.106804699999999642e+00,7.151935299999999884e+00,3.477877000949192876e+01
9.111776199999999548e+00,7.159107299999999618e+00,3.467877062681242251e+01
9.116735099999999647e+00,7.166287999999999769e+00,3.457877141113979746e+01
9.121681600000000500e+00,7.173477400000000337e+00,3.447877075558916005e+01
9.126615499999999770e+00,7.180675400000000153e+00,3.437877060044217359e+01
9.131536799999999232e+00,7.187882000000000104e+00,3.427877063962768034e+01
9.136445500000000663e+00,7.195097200000000193e+00,3.417877056707097694e+01
9.141341600000000511e+00,7.202320900000000137e+00,3.407877102582465056e+01
9.146225100000000552e+00,7.209553200000000217e+00,3.397877076293686827e+01
9.151096000000000785e+00,7.216794000000000153e+00,3.387877042370784864e+01
9.155954200000000043e+00,7.224043199999999665e+00,3.377877129502525833e+01
9.160799799999999493e+00,7.231301000000000201e+00,3.367877052991499909e+01
9.165632699999999744e+00,7.238567100000000032e+00,3.357877132022097300e+01
9.170452900000000795e+00,7.245841799999999999e+00,3.347877049750880474e+01
9.175260400000000871e+00,7.253124800000000150e+00,3.337877062149274110e+01
9.180055199999999971e+00,7.260416099999999595e+00,3.327877139111558336e+01
9.184837299999999871e+00,7.267715899999999785e+00,3.317877058712089422e+01
9.189606599999999403e+00,7.275024000000000157e+00,3.307877044767964492e+01
9.194363100000000344e+00,7.282340399999999825e+00,3.297877066670300650e+01
9.199106900000000309e+00,7.289665000000000283e+00,3.287877127838411440e+01
9.203837899999999905e+00,7.296998000000000317e+00,3.277877067841947678e+01
9.208556099999999134e+00,7.304339200000000254e+00,3.267877048652947281e+01
9.213261400000000378e+00,7.311688600000000093e+00,3.257877101690140620e+01
9.217953899999999479e+00,7.319046199999999835e+00,3.247877134629202089e+01
9.222633599999999987e+00,7.326412000000000369e+00,3.237877117185661291e+01
9.227300400000000735e+00,7.333785999999999916e+00,3.227877080272350696e+01
9.231954299999999947e+00,7.341168099999999974e+00,3.217877090088859404e+01
9.236595400000000566e+00,7.348558299999999655e+00,3.207877055307750425e+01
9.241223500000000257e+00,7.355956599999999845e+00,3.197877067344308344e+01
9.245838700000000188e+00,7.363362900000000266e+00,3.187877132009105097e+01
9.250441000000000358e+00,7.370777300000000309e+00,3.177877121736834454e+01
9.255030299999999599e+00,7.378199799999999975e+00,3.167877066237627304e+01
9.259606700000000856e+00,7.385630199999999590e+00,3.157877069771891954e+01
9.264170099999999408e+00,7.393068600000000323e+00,3.147877064612822551e+01
9.268720500000000584e+00,7.400514900000000118e+00,3.137877117929899384e+01
9.273257900000000831e+00,7.407969200000000143e+00,3.127877101437641372e+01
9.277782300000000149e+00,7.415431400000000117e+00,3.117877082514311837e+01
9.282293599999999145e+00,7.422901500000000041e+00,3.107877089964674511e+01
9.286792000000000158e+00,7.430379399999999634e+00,3.097877073206710463e+01
9.291277199999999681e+00,7.437865200000000065e+00,3.087877080799845686e+01
9.295749400000000051e+00,7.445358800000000166e+00,3.077877062539625541e+01
9.300208500000000100e+00,7.452860199999999935e+00,3.067877046854558643e+01
9.304654499999999828e+00,7.460369299999999981e+00,3.057877101845863521e+01
9.309087399999999235e+00,7.467886199999999697e+00,3.047877098507708737e+01
9.313507100000000705e+00,7.475410899999999970e+00,3.037877064237184754e+01
9.317913700000000077e+00,7.482943200000000239e+00,3.027877108105123227e+01
9.322307199999999128e+00,7.490483199999999897e+00,3.017877101105521476e+01
9.326687500000000242e+00,7.498030899999999832e+00,3.007877070422437527e+01
9.331054599999999866e+00,7.505586199999999764e+00,2.997877084550216864e+01
9.335408499999999776e+00,7.513149099999999692e+00,2.987877113023125730e+01
9.339749199999999973e+00,7.520719599999999616e+00,2.977877125375168532e+01
9.344076700000000457e+00,7.528297700000000425e+00,2.967877091140643131e+01
9.348390999999999451e+00,7.535883300000000062e+00,2.957877079512445917e+01
9.352691999999999339e+00,7.543476400000000304e+00,2.947877116713473100e+01
9.356979799999999514e+00,7.551077000000000261e+00,2.937877115837127207e+01
9.361254300000000583e+00,7.558685099999999935e+00,2.927877102758070649e+01
9.365515500000000770e+00,7.566300700000000212e+00,2.917877046786544071e+01
9.369763400000000075e+00,7.573923599999999645e+00,2.907877117528697752e+01
9.373998000000000275e+00,7.581553999999999682e+00,2.897877084389968516e+01
9.378219200000000200e+00,7.589191800000000043e+00,2.887877072367055220e+01
9.382427200000000411e+00,7.596836899999999559e+00,2.877877040640938233e+01
9.386621800000000349e+00,7.604489300000000007e+00,2.867877069615670393e+01
9.390803000000000011e+00,7.612149099999999891e+00,2.857877028028540778e+01
9.394970799999999400e+00,7.619816100000000425e+00,2.847877086410036540e+01
9.399125299999999683e+00,7.627490400000000115e+00,2.837877059127567136e+01
9.403266300000000300e+00,7.635171899999999567e+00,2.827877125569984074e+01
9.407394000000000034e+00,7.642860699999999952e+00,2.817877045625333565e+01
9.411508200000000102e+00,7.650556599999999818e+00,2.807877099273338573e+01
9.415608999999999895e+00,7.658259700000000336e+00,2.797877100961714092e+01
9.419696300000000022e+00,7.665969999999999729e+00,2.787877073926922478e+01
9.423770199999999875e+00,7.673687400000000380e+00,2.777877035271936279e+01
9.427830600000000061e+00,7.681411800000000234e+00,2.767877109639933408e+01
9.431877500000000580e+00,7.689143399999999851e+00,2.757877063571544340e+01
9.435910899999999657e+00,7.696881999999999557e+00,2.747877069520590609e+01
9.439930800000000843e+00,7.704627600000000243e+00,2.737877097169323548e+01
9.443937099999999418e+00,7.712380300000000410e+00,2.727877066871738876e+01
9.447929999999999495e+00,7.720139900000000388e+00,2.717877046696237286e+01
9.451909199999999345e+00,7.727906499999999568e+00,2.707877061594782830e+01
9.455875000000000696e+00,7.735680000000000334e+00,2.697877026346603557e+01
9.459827100000000044e+00,7.743460400000000021e+00,2.687877066865242526e+01
9.463765699999999725e+00,7.751247700000000407e+00,2.677877048779746261e+01
9.467690599999999179e+00,7.759041899999999714e+00,2.667877044948295406e+01
9.471602000000000743e+00,7.766842900000000327e+00,2.657877024196159965e+01
9.475499700000000303e+00,7.774650699999999581e+00,2.647877058936919070e+01
9.479383800000000804e+00,7.782465300000000141e+00,2.637877067412007648e+01
9.483254300000000470e+00,7.790286700000000231e+00,2.627877019313577733e+01
9.487111099999999908e+00,7.798114799999999569e+00,2.617877037726530176e+01
9.490954199999999119e+00,7.805949599999999933e+00,2.607877092071187874e+01
9.494783599999999879e+00,7.813791199999999826e+00,2.597877048754401841e+01
9.498599399999999804e+00,7.821639399999999576e+00,2.587877033118323666e+01
9.502401400000000109e+00,7.829494200000000070e+00,2.577877115056552526e+01
9.506189799999999579e+00,7.837355699999999814e+00,2.567877061125498628e+01
9.509964399999999429e+00,7.845223800000000303e+00,2.557877043598710998e+01
9.513725300000000829e+00,7.853098400000000368e+00,2.547877085769922800e+01
9.517472400000000832e+00,7.860979600000000289e+00,2.537877103161137171e+01
9.521205699999999439e+00,7.868867400000000067e+00,2.527877064913627336e+01
9.524925299999999595e+00,7.876761600000000030e+00,2.517877098824614990e+01
9.528631100000000131e+00,7.884662299999999568e+00,2.507877119873437977e+01
9.532323200000000440e+00,7.892569499999999572e+00,2.497877049068483757e+01
9.536001399999999961e+00,7.900483099999999759e+00,2.487877056727764113e+01
9.539665700000000470e+00,7.908403100000000130e+00,2.477877111959659118e+01
9.543316300000000751e+00,7.916329499999999797e+00,2.467877088180754797e+01
9.546953000000000245e+00,7.924262299999999648e+00,2.457877050916397010e+01
9.550575900000000118e+00,7.932201400000000291e+00,2.447877026084680452e+01
9.554184899999999203e+00,7.940146799999999949e+00,2.437877030888769525e+01
9.557779999999999276e+00,7.948098400000000119e+00,2.427877139142410101e+01
9.561361299999999730e+00,7.956056399999999584e+00,2.417877064436692081e+01
9.564928600000000003e+00,7.964020599999999561e+00,2.407877079176486035e+01
9.568482100000000656e+00,7.971991000000000049e+00,2.397877059277828238e+01
9.572021599999999353e+00,7.979967600000000161e+00,2.387877067666104836e+01
9.575547200000000814e+00,7.987950299999999615e+00,2.377877132055951037e+01
9.579058899999999710e+00,7.995939199999999580e+00,2.367877117348759342e+01
9.582556600000000202e+00,8.003934299999999169e+00,2.357877038986937279e+01
9.586040399999999906e+00,8.011935400000000485e+00,2.347877030581267022e+01
9.589510199999999429e+00,8.019942500000000862e+00,2.337877107688549927e+01
9.592966000000000548e+00,8.027955800000000863e+00,2.327877029317104984e+01
9.596407799999999710e+00,8.035975000000000534e+00,2.317877080552553082e+01
9.599835600000000468e+00,8.044000199999999268e+00,2.307877125744915148e+01
9.603249399999999270e+00,8.052031500000000008e+00,2.297877028929440968e+01
9.606649199999999666e+00,8.060068599999999250e+00,2.287877076136726018e+01
9.610034900000000491e+00,8.068111699999999331e+00,2.277877070427625128e+01
9.613406599999999358e+00,8.076160599999999690e+00,2.267877148065869619e+01
9.616764299999999821e+00,8.084215500000000887e+00,2.257877067434911211e+01
9.620107900000000711e+00,8.092276200000000586e+00,2.247877053657409974e+01
9.623437400000000252e+00,8.100342700000000562e+00,2.237877076179563929e+01
9.626752800000000221e+00,8.108415000000000816e+00,2.227877104446910295e+01
9.630054200000000009e+00,8.116493099999999572e+00,2.217877064646829766e+01
9.633341400000000831e+00,8.124576899999999213e+00,2.207877119114899145e+01
9.636614500000000305e+00,8.132666499999999132e+00,2.197877087816525332e+01
9.639873500000000206e+00,8.140761799999999937e+00,2.187877046537226988e+01
9.643118400000000534e+00,8.148862700000000459e+00,2.177877071362116368e+01
9.646349100000000121e+00,8.156969300000000089e+00,2.167877068030734122e+01
9.649565700000000135e+00,8.165081499999999437e+00,2.157877070074765058e+01
9.652768099999999407e+00,8.173199300000000278e+00,2.147877089348057211e+01
9.655956299999999715e+00,8.181322700000000836e+00,2.137877095187953458e+01
9.659130400000000449e+00,8.189451699999999335e+00,2.127877015346079403e+01
9.662290199999999274e+00,8.197586100000000542e+00,2.117877116222744505e+01
9.665435900000000302e+00,8.205726099999999690e+00,2.107877070757262672e+01
9.668567299999999420e+00,8.213871599999999162e+00,2.097877037897638175e+01
9.671684499999999574e+00,8.222022499999999567e+00,2.087877052867940719e+01
9.674787500000000762e+00,8.230178799999999129e+00,2.077877085439120108e+01
9.677876299999999432e+00,8.238340499999999622e+00,2.067877105381799652e+01
9.680950799999999745e+00,8.246507700000000440e+00,2.057877015465722081e+01
9.684010999999999925e+00,8.254680099999999854e+00,2.047877106738994257e+01
9.687056999999999363e+00,8.262857900000000200e+00,2.037877094089393637e+01
9.690088700000000443e+00,8.271041000000000309e+00,2.027877094495045895e+01
9.693106099999999614e+00,8.279229400000000183e+00,2.017877077376048334e+01
9.696109200000000428e+00,8.287423000000000428e+00,2.007877119779674402e+01
9.699097999999999331e+00,8.295621900000000437e+00,1.997877083637360585e+01
9.702072499999999877e+00,8.303826000000000818e+00,1.987877046134378389e+01
9.705032700000000290e+00,8.312035200000000401e+00,1.977877084729364299e+01
9.707978499999999400e+00,8.320249600000000356e+00,1.967877099942119301e+01
9.710910000000000153e+00,8.328469200000000683e+00,1.957877022435587477e+01
9.713827099999999604e+00,8.336693800000000820e+00,1.947877076116376927e+01
9.716729900000000697e+00,8.344923500000000161e+00,1.937877084327139343e+01
9.719618300000000488e+00,8.353158300000000480e+00,1.927877054732619300e+01
9.722492400000000146e+00,8.361398100000000611e+00,1.917877027184611549e+01
9.725352000000000885e+00,8.369642900000000552e+00,1.907877046625939244e+01
