# x, y, z, psi, theta
2.13,0.48,0.48,64.74,64.74
2.14,0.48,0.48,64.71,64.71
2.14,0.48,0.48,64.67,64.67
2.14,0.48,0.48,64.64,64.64
2.14,0.48,0.48,64.60,64.60
2.15,0.48,0.48,64.57,64.57
2.15,0.49,0.49,64.53,64.53
2.15,0.49,0.49,64.49,64.49
2.16,0.49,0.49,64.46,64.46
2.16,0.49,0.49,64.42,64.42
2.16,0.49,0.49,64.39,64.39
2.16,0.49,0.49,64.35,64.35
2.17,0.49,0.49,64.31,64.31
2.17,0.50,0.50,64.28,64.28
2.17,0.50,0.50,64.24,64.24
2.18,0.50,0.50,64.21,64.21
2.18,0.50,0.50,64.17,64.17
2.18,0.50,0.50,64.13,64.13
2.18,0.50,0.50,64.10,64.10
2.19,0.50,0.50,64.06,64.06
2.19,0.51,0.51,64.03,64.03
2.19,0.51,0.51,63.99,63.99
2.20,0.51,0.51,63.95,63.95
2.20,0.51,0.51,63.92,63.92
2.20,0.51,0.51,63.88,63.88
2.20,0.51,0.51,63.85,63.85
2.21,0.51,0.51,63.81,63.81
2.21,0.51,0.51,63.77,63.77
2.21,0.52,0.52,63.74,63.74
2.22,0.52,0.52,63.70,63.70
2.22,0.52,0.52,63.67,63.67
2.22,0.52,0.52,63.63,63.63
2.22,0.52,0.52,63.59,63.59
2.23,0.52,0.52,63.56,63.56
2.23,0.52,0.52,63.52,63.52
2.23,0.53,0.53,63.49,63.49
2.23,0.53,0.53,63.45,63.45
2.24,0.53,0.53,63.41,63.41
2.24,0.53,0.53,63.38,63.38
2.24,0.53,0.53,63.34,63.34
2.25,0.53,0.53,63.31,63.31
2.25,0.53,0.53,63.27,63.27
2.25,0.54,0.54,63.23,63.23
2.25,0.54,0.54,63.20,63.20
2.26,0.54,0.54,63.16,63.16
2.26,0.54,0.54,63.13,63.13
2.26,0.54,0.54,63.09,63.09
2.27,0.54,0.54,63.05,63.05
2.27,0.54,0.54,63.02,63.02
2.27,0.55,0.55,62.98,62.98
2.27,0.55,0.55,62.95,62.95
2.28,0.55,0.55,62.91,62.91
2.28,0.55,0.55,62.87,62.87
2.28,0.55,0.55,62.84,62.84
2.29,0.55,0.55,62.80,62.80
2.29,0.55,0.55,62.77,62.77
2.29,0.56,0.56,62.73,62.73
2.29,0.56,0.56,62.69,62.69
2.30,0.56,0.56,62.66,62.66
2.30,0.56,0.56,62.62,62.62
2.30,0.56,0.56,62.59,62.59
2.30,0.56,0.56,62.55,62.55
2.31,0.56,0.56,62.51,62.51
2.31,0.57,0.57,62.48,62.48
2.31,0.57,0.57,62.44,62.44
2.32,0.57,0.57,62.41,62.41
2.32,0.57,0.57,62.37,62.37
2.32,0.57,0.57,62.33,62.33
2.32,0.57,0.57,62.30,62.30
2.33,0.57,0.57,62.26,62.26
2.33,0.58,0.58,62.23,62.23
2.33,0.58,0.58,62.19,62.19
2.34,0.58,0.58,62.15,62.15
2.34,0.58,0.58,62.12,62.12
2.34,0.58,0.58,62.08,62.08
2.34,0.58,0.58,62.05,62.05
2.35,0.58,0.58,62.01,62.01
2.35,0.59,0.59,61.97,61.97
2.35,0.59,0.59,61.94,61.94
2.35,0.59,0.59,61.90,61.90
2.36,0.59,0.59,61.87,61.87
2.36,0.59,0.59,61.83,61.83
2.36,0.59,0.59,61.79,61.79
2.37,0.60,0.60,61.76,61.76
2.37,0.60,0.60,61.72,61.72
2.37,0.60,0.60,61.69,61.69
2.37,0.60,0.60,61.65,61.65
2.38,0.60,0.60,61.61,61.61
2.38,0.60,0.60,61.58,61.58
2.38,0.60,0.60,61.54,61.54
2.39,0.61,0.61,61.51,61.51
2.39,0.61,0.61,61.47,61.47
2.39,0.61,0.61,61.43,61.43
2.39,0.61,0.61,61.40,61.40
2.40,0.61,0.61,61.36,61.36
2.40,0.61,0.61,61.33,61.33
2.40,0.61,0.61,61.29,61.29
2.40,0.62,0.62,61.25,61.25
2.41,0.62,0.62,61.22,61.22
2.41,0.62,0.62,61.18,61.18
2.41,0.62,0.62,61.15,61.15
2.42,0.62,0.62,61.11,61.11
2.42,0.62,0.62,61.07,61.07
2.42,0.63,0.63,61.04,61.04
2.42,0.63,0.63,61.00,61.00
2.43,0.63,0.63,60.97,60.97
2.43,0.63,0.63,60.93,60.93
2.43,0.63,0.63,60.89,60.89
2.43,0.63,0.63,60.86,60.86
2.44,0.63,0.63,60.82,60.82
2.44,0.64,0.64,60.79,60.79
2.44,0.64,0.64,60.75,60.75
2.45,0.64,0.64,60.71,60.71
2.45,0.64,0.64,60.68,60.68
2.45,0.64,0.64,60.64,60.64
2.45,0.64,0.64,60.61,60.61
2.46,0.65,0.65,60.57,60.57
2.46,0.65,0.65,60.53,60.53
2.46,0.65,0.65,60.50,60.50
2.46,0.65,0.65,60.46,60.46
2.47,0.65,0.65,60.43,60.43
2.47,0.65,0.65,60.39,60.39
2.47,0.65,0.65,60.35,60.35
2.48,0.66,0.66,60.32,60.32
2.48,0.66,0.66,60.28,60.28
2.48,0.66,0.66,60.25,60.25
2.48,0.66,0.66,60.21,60.21
2.49,0.66,0.66,60.17,60.17
2.49,0.66,0.66,60.14,60.14
2.49,0.67,0.67,60.10,60.10
2.49,0.67,0.67,60.07,60.07
2.50,0.67,0.67,60.03,60.03
2.50,0.67,0.67,59.99,59.99
2.50,0.67,0.67,59.96,59.96
2.51,0.67,0.67,59.92,59.92
2.51,0.67,0.67,59.89,59.89
2.51,0.68,0.68,59.85,59.85
2.51,0.68,0.68,59.81,59.81
2.52,0.68,0.68,59.78,59.78
2.52,0.68,0.68,59.74,59.74
2.52,0.68,0.68,59.71,59.71
2.52,0.68,0.68,59.67,59.67
2.53,0.69,0.69,59.63,59.63
2.53,0.69,0.69,59.60,59.60
2.53,0.69,0.69,59.56,59.56
2.54,0.69,0.69,59.53,59.53
2.54,0.69,0.69,59.49,59.49
2.54,0.69,0.69,59.45,59.45
2.54,0.70,0.70,59.42,59.42
2.55,0.70,0.70,59.38,59.38
2.55,0.70,0.70,59.35,59.35
2.55,0.70,0.70,59.31,59.31
2.55,0.70,0.70,59.27,59.27
2.56,0.70,0.70,59.24,59.24
2.56,0.71,0.71,59.20,59.20
2.56,0.71,0.71,59.17,59.17
2.57,0.71,0.71,59.13,59.13
2.57,0.71,0.71,59.09,59.09
2.57,0.71,0.71,59.06,59.06
2.57,0.71,0.71,59.02,59.02
2.58,0.71,0.71,58.99,58.99
2.58,0.72,0.72,58.95,58.95
2.58,0.72,0.72,58.92,58.92
2.58,0.72,0.72,58.88,58.88
2.59,0.72,0.72,58.84,58.84
2.59,0.72,0.72,58.81,58.81
2.59,0.72,0.72,58.77,58.77
2.59,0.73,0.73,58.74,58.74
2.60,0.73,0.73,58.70,58.70
2.60,0.73,0.73,58.66,58.66
2.60,0.73,0.73,58.63,58.63
2.61,0.73,0.73,58.59,58.59
2.61,0.73,0.73,58.56,58.56
2.61,0.74,0.74,58.52,58.52
2.61,0.74,0.74,58.48,58.48
2.62,0.74,0.74,58.45,58.45
2.62,0.74,0.74,58.41,58.41
2.62,0.74,0.74,58.38,58.38
2.62,0.74,0.74,58.34,58.34
2.63,0.75,0.75,58.30,58.30
2.63,0.75,0.75,58.27,58.27
2.63,0.75,0.75,58.23,58.23
2.64,0.75,0.75,58.20,58.20
2.64,0.75,0.75,58.16,58.16
2.64,0.75,0.75,58.12,58.12
2.64,0.76,0.76,58.09,58.09
2.65,0.76,0.76,58.05,58.05
2.65,0.76,0.76,58.02,58.02
2.65,0.76,0.76,57.98,57.98
2.65,0.76,0.76,57.94,57.94
2.66,0.76,0.76,57.91,57.91
2.66,0.77,0.77,57.87,57.87
2.66,0.77,0.77,57.84,57.84
2.66,0.77,0.77,57.80,57.80
2.67,0.77,0.77,57.76,57.76
2.67,0.77,0.77,57.73,57.73
2.67,0.77,0.77,57.69,57.69
2.68,0.78,0.78,57.66,57.66
2.68,0.78,0.78,57.62,57.62
2.68,0.78,0.78,57.58,57.58
2.68,0.78,0.78,57.55,57.55
2.69,0.78,0.78,57.51,57.51
2.69,0.78,0.78,57.48,57.48
2.69,0.79,0.79,57.44,57.44
2.69,0.79,0.79,57.40,57.40
2.70,0.79,0.79,57.37,57.37
2.70,0.79,0.79,57.33,57.33
2.70,0.79,0.79,57.30,57.30
2.70,0.79,0.79,57.26,57.26
2.71,0.80,0.80,57.22,57.22
2.71,0.80,0.80,57.19,57.19
2.71,0.80,0.80,57.15,57.15
2.71,0.80,0.80,57.12,57.12
2.72,0.80,0.80,57.08,57.08
2.72,0.80,0.80,57.04,57.04
2.72,0.81,0.81,57.01,57.01
2.73,0.81,0.81,56.97,56.97
2.73,0.81,0.81,56.94,56.94
2.73,0.81,0.81,56.90,56.90
2.73,0.81,0.81,56.86,56.86
2.74,0.81,0.81,56.83,56.83
2.74,0.82,0.82,56.79,56.79
2.74,0.82,0.82,56.76,56.76
2.74,0.82,0.82,56.72,56.72
2.75,0.82,0.82,56.68,56.68
2.75,0.82,0.82,56.65,56.65
2.75,0.83,0.83,56.61,56.61
2.75,0.83,0.83,56.58,56.58
2.76,0.83,0.83,56.54,56.54
2.76,0.83,0.83,56.50,56.50
2.76,0.83,0.83,56.47,56.47
2.76,0.83,0.83,56.43,56.43
2.77,0.84,0.84,56.40,56.40
2.77,0.84,0.84,56.36,56.36
2.77,0.84,0.84,56.32,56.32
2.78,0.84,0.84,56.29,56.29
2.78,0.84,0.84,56.25,56.25
2.78,0.84,0.84,56.22,56.22
2.78,0.85,0.85,56.18,56.18
2.79,0.85,0.85,56.14,56.14
2.79,0.85,0.85,56.11,56.11
2.79,0.85,0.85,56.07,56.07
2.79,0.85,0.85,56.04,56.04
2.80,0.85,0.85,56.00,56.00
2.80,0.86,0.86,55.96,55.96
2.80,0.86,0.86,55.93,55.93
2.80,0.86,0.86,55.89,55.89
2.81,0.86,0.86,55.86,55.86
2.81,0.86,0.86,55.82,55.82
2.81,0.87,0.87,55.78,55.78
2.81,0.87,0.87,55.75,55.75
2.82,0.87,0.87,55.71,55.71
2.82,0.87,0.87,55.68,55.68
2.82,0.87,0.87,55.64,55.64
2.82,0.87,0.87,55.60,55.60
2.83,0.88,0.88,55.57,55.57
2.83,0.88,0.88,55.53,55.53
2.83,0.88,0.88,55.50,55.50
2.83,0.88,0.88,55.46,55.46
2.84,0.88,0.88,55.42,55.42
2.84,0.88,0.88,55.39,55.39
2.84,0.89,0.89,55.35,55.35
2.85,0.89,0.89,55.32,55.32
2.85,0.89,0.89,55.28,55.28
2.85,0.89,0.89,55.24,55.24
2.85,0.89,0.89,55.21,55.21
2.86,0.90,0.90,55.17,55.17
2.86,0.90,0.90,55.14,55.14
2.86,0.90,0.90,55.10,55.10
2.86,0.90,0.90,55.06,55.06
2.87,0.90,0.90,55.03,55.03
2.87,0.90,0.90,54.99,54.99
2.87,0.91,0.91,54.96,54.96
2.87,0.91,0.91,54.92,54.92
2.88,0.91,0.91,54.88,54.88
2.88,0.91,0.91,54.85,54.85
2.88,0.91,0.91,54.81,54.81
2.88,0.92,0.92,54.78,54.78
2.89,0.92,0.92,54.74,54.74
2.89,0.92,0.92,54.70,54.70
2.89,0.92,0.92,54.67,54.67
2.89,0.92,0.92,54.63,54.63
2.90,0.92,0.92,54.60,54.60
2.90,0.93,0.93,54.56,54.56
2.90,0.93,0.93,54.52,54.52
2.90,0.93,0.93,54.49,54.49
2.91,0.93,0.93,54.45,54.45
2.91,0.93,0.93,54.42,54.42
2.91,0.94,0.94,54.38,54.38
2.91,0.94,0.94,54.34,54.34
2.92,0.94,0.94,54.31,54.31
2.92,0.94,0.94,54.27,54.27
2.92,0.94,0.94,54.24,54.24
2.92,0.94,0.94,54.20,54.20
2.93,0.95,0.95,54.16,54.16
2.93,0.95,0.95,54.13,54.13
2.93,0.95,0.95,54.09,54.09
2.93,0.95,0.95,54.06,54.06
2.94,0.95,0.95,54.02,54.02
2.94,0.96,0.96,53.98,53.98
2.94,0.96,0.96,53.95,53.95
2.95,0.96,0.96,53.91,53.91
2.95,0.96,0.96,53.88,53.88
2.95,0.96,0.96,53.84,53.84
2.95,0.96,0.96,53.80,53.80
2.96,0.97,0.97,53.77,53.77
2.96,0.97,0.97,53.73,53.73
2.96,0.97,0.97,53.70,53.70
2.96,0.97,0.97,53.66,53.66
2.97,0.97,0.97,53.62,53.62
2.97,0.98,0.98,53.59,53.59
2.97,0.98,0.98,53.55,53.55
2.97,0.98,0.98,53.52,53.52
2.98,0.98,0.98,53.48,53.48
2.98,0.98,0.98,53.44,53.44
2.98,0.99,0.99,53.41,53.41
2.98,0.99,0.99,53.37,53.37
2.99,0.99,0.99,53.34,53.34
2.99,0.99,0.99,53.30,53.30
2.99,0.99,0.99,53.27,53.27
2.99,0.99,0.99,53.23,53.23
3.00,1.00,1.00,53.19,53.19
3.00,1.00,1.00,53.16,53.16
3.00,1.00,1.00,53.12,53.12
3.00,1.00,1.00,53.09,53.09
3.01,1.00,1.00,53.05,53.05
3.01,1.01,1.01,53.01,53.01
3.01,1.01,1.01,52.98,52.98
3.01,1.01,1.01,52.94,52.94
3.02,1.01,1.01,52.91,52.91
3.02,1.01,1.01,52.87,52.87
3.02,1.02,1.02,52.83,52.83
3.02,1.02,1.02,52.80,52.80
3.03,1.02,1.02,52.76,52.76
3.03,1.02,1.02,52.73,52.73
3.03,1.02,1.02,52.69,52.69
3.03,1.03,1.03,52.65,52.65
3.04,1.03,1.03,52.62,52.62
3.04,1.03,1.03,52.58,52.58
3.04,1.03,1.03,52.55,52.55
3.04,1.03,1.03,52.51,52.51
3.05,1.03,1.03,52.47,52.47
3.05,1.04,1.04,52.44,52.44
3.05,1.04,1.04,52.40,52.40
3.05,1.04,1.04,52.37,52.37
3.06,1.04,1.04,52.33,52.33
3.06,1.04,1.04,52.29,52.29
3.06,1.05,1.05,52.26,52.26
3.06,1.05,1.05,52.22,52.22
3.07,1.05,1.05,52.19,52.19
3.07,1.05,1.05,52.15,52.15
3.07,1.05,1.05,52.11,52.11
3.07,1.06,1.06,52.08,52.08
3.08,1.06,1.06,52.04,52.04
3.08,1.06,1.06,52.01,52.01
3.08,1.06,1.06,51.97,51.97
3.08,1.06,1.06,51.93,51.93
3.09,1.07,1.07,51.90,51.90
3.09,1.07,1.07,51.86,51.86
3.09,1.07,1.07,51.83,51.83
3.09,1.07,1.07,51.79,51.79
3.10,1.07,1.07,51.75,51.75
3.10,1.08,1.08,51.72,51.72
3.10,1.08,1.08,51.68,51.68
3.10,1.08,1.08,51.65,51.65
3.11,1.08,1.08,51.61,51.61
3.11,1.08,1.08,51.57,51.57
3.11,1.08,1.08,51.54,51.54
3.11,1.09,1.09,51.50,51.50
3.11,1.09,1.09,51.47,51.47
3.12,1.09,1.09,51.43,51.43
3.12,1.09,1.09,51.39,51.39
3.12,1.09,1.09,51.36,51.36
3.12,1.10,1.10,51.32,51.32
3.13,1.10,1.10,51.29,51.29
3.13,1.10,1.10,51.25,51.25
3.13,1.10,1.10,51.21,51.21
3.13,1.10,1.10,51.18,51.18
3.14,1.11,1.11,51.14,51.14
3.14,1.11,1.11,51.11,51.11
3.14,1.11,1.11,51.07,51.07
3.14,1.11,1.11,51.03,51.03
3.15,1.11,1.11,51.00,51.00
3.15,1.12,1.12,50.96,50.96
3.15,1.12,1.12,50.93,50.93
3.15,1.12,1.12,50.89,50.89
3.16,1.12,1.12,50.85,50.85
3.16,1.12,1.12,50.82,50.82
3.16,1.13,1.13,50.78,50.78
3.16,1.13,1.13,50.75,50.75
3.17,1.13,1.13,50.71,50.71
3.17,1.13,1.13,50.67,50.67
3.17,1.13,1.13,50.64,50.64
3.17,1.14,1.14,50.60,50.60
3.18,1.14,1.14,50.57,50.57
3.18,1.14,1.14,50.53,50.53
3.18,1.14,1.14,50.49,50.49
3.18,1.14,1.14,50.46,50.46
3.19,1.15,1.15,50.42,50.42
3.19,1.15,1.15,50.39,50.39
3.19,1.15,1.15,50.35,50.35
3.19,1.15,1.15,50.31,50.31
3.20,1.15,1.15,50.28,50.28
3.20,1.16,1.16,50.24,50.24
3.20,1.16,1.16,50.21,50.21
3.20,1.16,1.16,50.17,50.17
3.20,1.16,1.16,50.13,50.13
3.21,1.16,1.16,50.10,50.10
3.21,1.17,1.17,50.06,50.06
3.21,1.17,1.17,50.03,50.03
3.21,1.17,1.17,49.99,49.99
3.22,1.17,1.17,49.95,49.95
3.22,1.17,1.17,49.92,49.92
3.22,1.18,1.18,49.88,49.88
3.22,1.18,1.18,49.85,49.85
3.23,1.18,1.18,49.81,49.81
3.23,1.18,1.18,49.77,49.77
3.23,1.18,1.18,49.74,49.74
3.23,1.19,1.19,49.70,49.70
3.24,1.19,1.19,49.67,49.67
3.24,1.19,1.19,49.63,49.63
3.24,1.19,1.19,49.59,49.59
3.24,1.19,1.19,49.56,49.56
3.25,1.20,1.20,49.52,49.52
3.25,1.20,1.20,49.49,49.49
3.25,1.20,1.20,49.45,49.45
3.25,1.20,1.20,49.41,49.41
3.26,1.20,1.20,49.38,49.38
3.26,1.21,1.21,49.34,49.34
3.26,1.21,1.21,49.31,49.31
3.26,1.21,1.21,49.27,49.27
3.26,1.21,1.21,49.23,49.23
3.27,1.22,1.22,49.20,49.20
3.27,1.22,1.22,49.16,49.16
3.27,1.22,1.22,49.13,49.13
3.27,1.22,1.22,49.09,49.09
3.28,1.22,1.22,49.05,49.05
3.28,1.23,1.23,49.02,49.02
3.28,1.23,1.23,48.98,48.98
3.28,1.23,1.23,48.95,48.95
3.29,1.23,1.23,48.91,48.91
3.29,1.23,1.23,48.87,48.87
3.29,1.24,1.24,48.84,48.84
3.29,1.24,1.24,48.80,48.80
3.30,1.24,1.24,48.77,48.77
3.30,1.24,1.24,48.73,48.73
3.30,1.24,1.24,48.69,48.69
3.30,1.25,1.25,48.66,48.66
3.31,1.25,1.25,48.62,48.62
3.31,1.25,1.25,48.59,48.59
3.31,1.25,1.25,48.55,48.55
3.31,1.25,1.25,48.51,48.51
3.31,1.26,1.26,48.48,48.48
3.32,1.26,1.26,48.44,48.44
3.32,1.26,1.26,48.41,48.41
3.32,1.26,1.26,48.37,48.37
3.32,1.26,1.26,48.33,48.33
3.33,1.27,1.27,48.30,48.30
3.33,1.27,1.27,48.26,48.26
3.33,1.27,1.27,48.23,48.23
3.33,1.27,1.27,48.19,48.19
3.34,1.28,1.28,48.15,48.15
3.34,1.28,1.28,48.12,48.12
3.34,1.28,1.28,48.08,48.08
3.34,1.28,1.28,48.05,48.05
3.34,1.28,1.28,48.01,48.01
3.35,1.29,1.29,47.97,47.97
3.35,1.29,1.29,47.94,47.94
3.35,1.29,1.29,47.90,47.90
3.35,1.29,1.29,47.87,47.87
3.36,1.29,1.29,47.83,47.83
3.36,1.30,1.30,47.79,47.79
3.36,1.30,1.30,47.76,47.76
3.36,1.30,1.30,47.72,47.72
3.37,1.30,1.30,47.69,47.69
3.37,1.30,1.30,47.65,47.65
3.37,1.31,1.31,47.62,47.62
3.37,1.31,1.31,47.58,47.58
3.38,1.31,1.31,47.54,47.54
3.38,1.31,1.31,47.51,47.51
3.38,1.32,1.32,47.47,47.47
3.38,1.32,1.32,47.44,47.44
3.38,1.32,1.32,47.40,47.40
3.39,1.32,1.32,47.36,47.36
3.39,1.32,1.32,47.33,47.33
3.39,1.33,1.33,47.29,47.29
3.39,1.33,1.33,47.26,47.26
3.40,1.33,1.33,47.22,47.22
3.40,1.33,1.33,47.18,47.18
3.40,1.33,1.33,47.15,47.15
3.40,1.34,1.34,47.11,47.11
3.41,1.34,1.34,47.08,47.08
3.41,1.34,1.34,47.04,47.04
3.41,1.34,1.34,47.00,47.00
3.41,1.35,1.35,46.97,46.97
3.41,1.35,1.35,46.93,46.93
3.42,1.35,1.35,46.90,46.90
3.42,1.35,1.35,46.86,46.86
3.42,1.35,1.35,46.82,46.82
3.42,1.36,1.36,46.79,46.79
3.43,1.36,1.36,46.75,46.75
3.43,1.36,1.36,46.72,46.72
3.43,1.36,1.36,46.68,46.68
3.43,1.36,1.36,46.64,46.64
3.43,1.37,1.37,46.61,46.61
3.44,1.37,1.37,46.57,46.57
3.44,1.37,1.37,46.54,46.54
3.44,1.37,1.37,46.50,46.50
3.44,1.38,1.38,46.46,46.46
3.45,1.38,1.38,46.43,46.43
3.45,1.38,1.38,46.39,46.39
3.45,1.38,1.38,46.36,46.36
3.45,1.38,1.38,46.32,46.32
3.46,1.39,1.39,46.28,46.28
3.46,1.39,1.39,46.25,46.25
3.46,1.39,1.39,46.21,46.21
3.46,1.39,1.39,46.18,46.18
3.46,1.39,1.39,46.14,46.14
3.47,1.40,1.40,46.10,46.10
3.47,1.40,1.40,46.07,46.07
3.47,1.40,1.40,46.03,46.03
3.47,1.40,1.40,46.00,46.00
3.48,1.41,1.41,45.96,45.96
3.48,1.41,1.41,45.92,45.92
3.48,1.41,1.41,45.89,45.89
3.48,1.41,1.41,45.85,45.85
3.48,1.41,1.41,45.82,45.82
3.49,1.42,1.42,45.78,45.78
3.49,1.42,1.42,45.74,45.74
3.49,1.42,1.42,45.71,45.71
3.49,1.42,1.42,45.67,45.67
3.50,1.43,1.43,45.64,45.64
3.50,1.43,1.43,45.60,45.60
3.50,1.43,1.43,45.56,45.56
3.50,1.43,1.43,45.53,45.53
3.51,1.43,1.43,45.49,45.49
3.51,1.44,1.44,45.46,45.46
3.51,1.44,1.44,45.42,45.42
3.51,1.44,1.44,45.38,45.38
3.51,1.44,1.44,45.35,45.35
3.52,1.45,1.45,45.31,45.31
3.52,1.45,1.45,45.28,45.28
3.52,1.45,1.45,45.24,45.24
3.52,1.45,1.45,45.20,45.20
3.53,1.45,1.45,45.17,45.17
3.53,1.46,1.46,45.13,45.13
3.53,1.46,1.46,45.10,45.10
3.53,1.46,1.46,45.06,45.06
3.53,1.46,1.46,45.02,45.02
3.54,1.47,1.47,44.99,44.99
3.54,1.47,1.47,44.95,44.95
3.54,1.47,1.47,44.92,44.92
3.54,1.47,1.47,44.88,44.88
3.55,1.47,1.47,44.84,44.84
3.55,1.48,1.48,44.81,44.81
3.55,1.48,1.48,44.77,44.77
3.55,1.48,1.48,44.74,44.74
3.55,1.48,1.48,44.70,44.70
3.56,1.49,1.49,44.66,44.66
3.56,1.49,1.49,44.63,44.63
3.56,1.49,1.49,44.59,44.59
3.56,1.49,1.49,44.56,44.56
3.57,1.49,1.49,44.52,44.52
3.57,1.50,1.50,44.48,44.48
3.57,1.50,1.50,44.45,44.45
3.57,1.50,1.50,44.41,44.41
3.57,1.50,1.50,44.38,44.38
3.58,1.51,1.51,44.34,44.34
3.58,1.51,1.51,44.30,44.30
3.58,1.51,1.51,44.27,44.27
3.58,1.51,1.51,44.23,44.23
3.58,1.51,1.51,44.20,44.20
3.59,1.52,1.52,44.16,44.16
3.59,1.52,1.52,44.12,44.12
3.59,1.52,1.52,44.09,44.09
3.59,1.52,1.52,44.05,44.05
3.60,1.53,1.53,44.02,44.02
3.60,1.53,1.53,43.98,43.98
3.60,1.53,1.53,43.94,43.94
3.60,1.53,1.53,43.91,43.91
3.60,1.53,1.53,43.87,43.87
3.61,1.54,1.54,43.84,43.84
3.61,1.54,1.54,43.80,43.80
3.61,1.54,1.54,43.76,43.76
3.61,1.54,1.54,43.73,43.73
3.62,1.55,1.55,43.69,43.69
3.62,1.55,1.55,43.66,43.66
3.62,1.55,1.55,43.62,43.62
3.62,1.55,1.55,43.58,43.58
3.62,1.56,1.56,43.55,43.55
3.63,1.56,1.56,43.51,43.51
3.63,1.56,1.56,43.48,43.48
3.63,1.56,1.56,43.44,43.44
3.63,1.56,1.56,43.40,43.40
3.63,1.57,1.57,43.37,43.37
3.64,1.57,1.57,43.33,43.33
3.64,1.57,1.57,43.30,43.30
3.64,1.57,1.57,43.26,43.26
3.64,1.58,1.58,43.22,43.22
3.65,1.58,1.58,43.19,43.19
3.65,1.58,1.58,43.15,43.15
3.65,1.58,1.58,43.12,43.12
3.65,1.58,1.58,43.08,43.08
3.65,1.59,1.59,43.04,43.04
3.66,1.59,1.59,43.01,43.01
3.66,1.59,1.59,42.97,42.97
3.66,1.59,1.59,42.94,42.94
3.66,1.60,1.60,42.90,42.90
3.66,1.60,1.60,42.86,42.86
3.67,1.60,1.60,42.83,42.83
3.67,1.60,1.60,42.79,42.79
3.67,1.61,1.61,42.76,42.76
3.67,1.61,1.61,42.72,42.72
3.68,1.61,1.61,42.68,42.68
3.68,1.61,1.61,42.65,42.65
3.68,1.61,1.61,42.61,42.61
3.68,1.62,1.62,42.58,42.58
3.68,1.62,1.62,42.54,42.54
3.69,1.62,1.62,42.50,42.50
3.69,1.62,1.62,42.47,42.47
3.69,1.63,1.63,42.43,42.43
3.69,1.63,1.63,42.40,42.40
3.69,1.63,1.63,42.36,42.36
3.70,1.63,1.63,42.32,42.32
3.70,1.64,1.64,42.29,42.29
3.70,1.64,1.64,42.25,42.25
3.70,1.64,1.64,42.22,42.22
3.71,1.64,1.64,42.18,42.18
3.71,1.64,1.64,42.14,42.14
3.71,1.65,1.65,42.11,42.11
3.71,1.65,1.65,42.07,42.07
3.71,1.65,1.65,42.04,42.04
3.72,1.65,1.65,42.00,42.00
3.72,1.66,1.66,41.97,41.97
3.72,1.66,1.66,41.93,41.93
3.72,1.66,1.66,41.89,41.89
3.72,1.66,1.66,41.86,41.86
3.73,1.67,1.67,41.82,41.82
3.73,1.67,1.67,41.79,41.79
3.73,1.67,1.67,41.75,41.75
3.73,1.67,1.67,41.71,41.71
3.73,1.68,1.68,41.68,41.68
3.74,1.68,1.68,41.64,41.64
3.74,1.68,1.68,41.61,41.61
3.74,1.68,1.68,41.57,41.57
3.74,1.68,1.68,41.53,41.53
3.74,1.69,1.69,41.50,41.50
3.75,1.69,1.69,41.46,41.46
3.75,1.69,1.69,41.43,41.43
3.75,1.69,1.69,41.39,41.39
3.75,1.70,1.70,41.35,41.35
3.76,1.70,1.70,41.32,41.32
3.76,1.70,1.70,41.28,41.28
3.76,1.70,1.70,41.25,41.25
3.76,1.71,1.71,41.21,41.21
3.76,1.71,1.71,41.17,41.17
3.77,1.71,1.71,41.14,41.14
3.77,1.71,1.71,41.10,41.10
3.77,1.72,1.72,41.07,41.07
3.77,1.72,1.72,41.03,41.03
3.77,1.72,1.72,40.99,40.99
3.78,1.72,1.72,40.96,40.96
3.78,1.72,1.72,40.92,40.92
3.78,1.73,1.73,40.89,40.89
3.78,1.73,1.73,40.85,40.85
3.78,1.73,1.73,40.81,40.81
3.79,1.73,1.73,40.78,40.78
3.79,1.74,1.74,40.74,40.74
3.79,1.74,1.74,40.71,40.71
3.79,1.74,1.74,40.67,40.67
3.79,1.74,1.74,40.63,40.63
3.80,1.75,1.75,40.60,40.60
3.80,1.75,1.75,40.56,40.56
3.80,1.75,1.75,40.53,40.53
3.80,1.75,1.75,40.49,40.49
3.80,1.76,1.76,40.45,40.45
3.81,1.76,1.76,40.42,40.42
3.81,1.76,1.76,40.38,40.38
3.81,1.76,1.76,40.35,40.35
3.81,1.77,1.77,40.31,40.31
3.81,1.77,1.77,40.27,40.27
3.82,1.77,1.77,40.24,40.24
3.82,1.77,1.77,40.20,40.20
3.82,1.77,1.77,40.17,40.17
3.82,1.78,1.78,40.13,40.13
3.82,1.78,1.78,40.09,40.09
3.83,1.78,1.78,40.06,40.06
3.83,1.78,1.78,40.02,40.02
3.83,1.79,1.79,39.99,39.99
3.83,1.79,1.79,39.95,39.95
3.84,1.79,1.79,39.91,39.91
3.84,1.79,1.79,39.88,39.88
3.84,1.80,1.80,39.84,39.84
3.84,1.80,1.80,39.81,39.81
3.84,1.80,1.80,39.77,39.77
3.85,1.80,1.80,39.73,39.73
3.85,1.81,1.81,39.70,39.70
3.85,1.81,1.81,39.66,39.66
3.85,1.81,1.81,39.63,39.63
